council,suburb,Adults - Obesity - ASR,Adults - Overweight/Obese - ASR,IGNORE,postcode,state,lng,lat,Individuals 2003-04,Median taxable income 2003-04,Average taxable income 2003-04,Individuals 2013-14,Median taxable income 2013-14,Average taxable income 2013-14,Individuals 2014-15,Median taxable income 2014-15,Average taxable income 2014-15,Individuals 2015-16,Median taxable income 2015-16,Average taxable income 2015-16,Individuals 2016-17,Median taxable income 2016-17,Average taxable income 2016-17,Individuals 2017-18,Median taxable income 2017-18,Average taxable income 2017-18,Individuals 2018-19,Median taxable income 2018-19,Average taxable income 2018-19,Individuals 2019-20,Median taxable income 2019-20,Average taxable income 2019-20,Individuals 2020-21,Median taxable income 2020-21,Average taxable income 2020-21,Individuals 2021-22,Median taxable income 2021-22,Average taxable income 2021-22,KFC Count,McDonald's Count,Hungry Jack's Count,council_y,sa4name,sed_name,Total Fast Food Count
Melton,HOPPERS CROSSING,35.6,74.3,59.0,3029.0,VIC,144.705831,-37.837165,"24,882","31,639","34,134","43,713","42,763","47,566","46,542","42,845","47,662","50,354","43,242","48,129","54,200","43,341","48,979","59,381","44,234","50,248","64,518","45,255","50,926","69,056","45,618","52,021","73,448","47,642","54,961","80,121","49,884","57,650",3.0,3.0,1.0,Wyndham,Melbourne - West,Werribee (Western Metropolitan),7.0
Melton,TARNEIT,35.6,74.3,60.0,3029.0,VIC,144.705831,-37.837165,"24,882","31,639","34,134","43,713","42,763","47,566","46,542","42,845","47,662","50,354","43,242","48,129","54,200","43,341","48,979","59,381","44,234","50,248","64,518","45,255","50,926","69,056","45,618","52,021","73,448","47,642","54,961","80,121","49,884","57,650",3.0,2.0,2.0,Wyndham,Melbourne - West,Werribee (Western Metropolitan),7.0
Melton,TRUGANINA,35.6,74.3,61.0,3029.0,VIC,144.705831,-37.837165,"24,882","31,639","34,134","43,713","42,763","47,566","46,542","42,845","47,662","50,354","43,242","48,129","54,200","43,341","48,979","59,381","44,234","50,248","64,518","45,255","50,926","69,056","45,618","52,021","73,448","47,642","54,961","80,121","49,884","57,650",1.0,0.0,1.0,Wyndham,Melbourne - West,Werribee (Western Metropolitan),2.0
Wyndham,CHARTWELL,31.5,70.3,62.0,3030.0,VIC,144.64209,-37.91624,"29,439","32,021","35,296","50,368","45,100","52,961","52,501","45,475","54,100","55,342","46,234","54,790","59,072","46,922","55,642","63,270","48,598","57,932","66,741","50,101","59,240","69,759","50,829","60,876","70,776","52,680","64,006","73,417","55,738","69,115",0.0,0.0,0.0,Wyndham,Melbourne - West,Werribee (Western Metropolitan),0.0
Wyndham,COCOROC,31.5,70.3,63.0,3030.0,VIC,144.64209,-37.91624,"29,439","32,021","35,296","50,368","45,100","52,961","52,501","45,475","54,100","55,342","46,234","54,790","59,072","46,922","55,642","63,270","48,598","57,932","66,741","50,101","59,240","69,759","50,829","60,876","70,776","52,680","64,006","73,417","55,738","69,115",0.0,0.0,0.0,Wyndham,Melbourne - West,Werribee (Western Metropolitan),0.0
Wyndham,POINT COOK,31.5,70.3,64.0,3030.0,VIC,144.64209,-37.91624,"29,439","32,021","35,296","50,368","45,100","52,961","52,501","45,475","54,100","55,342","46,234","54,790","59,072","46,922","55,642","63,270","48,598","57,932","66,741","50,101","59,240","69,759","50,829","60,876","70,776","52,680","64,006","73,417","55,738","69,115",1.0,2.0,0.0,Wyndham,Melbourne - West,Werribee (Western Metropolitan),3.0
Wyndham,QUANDONG,31.5,70.3,65.0,3030.0,VIC,144.64209,-37.91624,"29,439","32,021","35,296","50,368","45,100","52,961","52,501","45,475","54,100","55,342","46,234","54,790","59,072","46,922","55,642","63,270","48,598","57,932","66,741","50,101","59,240","69,759","50,829","60,876","70,776","52,680","64,006","73,417","55,738","69,115",0.0,0.0,0.0,Wyndham,Melbourne - West,Werribee (Western Metropolitan),0.0
Wyndham,WERRIBEE,31.5,70.3,66.0,3030.0,VIC,144.64209,-37.91624,"29,439","32,021","35,296","50,368","45,100","52,961","52,501","45,475","54,100","55,342","46,234","54,790","59,072","46,922","55,642","63,270","48,598","57,932","66,741","50,101","59,240","69,759","50,829","60,876","70,776","52,680","64,006","73,417","55,738","69,115",2.0,2.0,1.0,Wyndham,Melbourne - West,Werribee (Western Metropolitan),5.0
Wyndham,WERRIBEE SOUTH,31.5,70.3,67.0,3030.0,VIC,144.64209,-37.91624,"29,439","32,021","35,296","50,368","45,100","52,961","52,501","45,475","54,100","55,342","46,234","54,790","59,072","46,922","55,642","63,270","48,598","57,932","66,741","50,101","59,240","69,759","50,829","60,876","70,776","52,680","64,006","73,417","55,738","69,115",0.0,0.0,0.0,Wyndham,Melbourne - West,Werribee (Western Metropolitan),0.0
Moonee Valley,FLEMINGTON,24.4,63.0,68.0,3031.0,VIC,144.923403,-37.79119,"9,213","34,659","38,911","10,640","49,586","60,648","10,744","50,110","61,430","10,951","51,407","63,615","11,197","53,429","65,413","11,724","54,725","68,530","12,078","57,398","71,707","11,931","59,663","74,176","11,297","61,556","77,580","11,463","64,520","81,601",1.0,1.0,0.0,Melbourne City,Melbourne - Inner,Melbourne (Northern Metropolitan),2.0
Moonee Valley,KENSINGTON,24.4,63.0,69.0,3031.0,VIC,144.923403,-37.79119,"9,213","34,659","38,911","10,640","49,586","60,648","10,744","50,110","61,430","10,951","51,407","63,615","11,197","53,429","65,413","11,724","54,725","68,530","12,078","57,398","71,707","11,931","59,663","74,176","11,297","61,556","77,580","11,463","64,520","81,601",0.0,0.0,1.0,Melbourne City,Melbourne - Inner,Melbourne (Northern Metropolitan),1.0
Maribyrnong,ASCOT VALE,21.9,60.0,70.0,3032.0,VIC,144.897221,-37.774486,"12,146","32,661","38,295","16,429","47,145","61,454","17,189","47,752","61,552","17,966","48,331","63,775","18,815","49,469","65,002","19,428","51,120","66,869","19,995","52,270","68,825","19,923","54,220","71,547","19,349","56,814","75,679","19,652","60,258","82,819",0.0,0.0,0.0,Maribyrnong,Melbourne - West,Footscray (Western Metropolitan),0.0
Maribyrnong,HIGHPOINT CITY,21.9,60.0,71.0,3032.0,VIC,144.897221,-37.774486,"12,146","32,661","38,295","16,429","47,145","61,454","17,189","47,752","61,552","17,966","48,331","63,775","18,815","49,469","65,002","19,428","51,120","66,869","19,995","52,270","68,825","19,923","54,220","71,547","19,349","56,814","75,679","19,652","60,258","82,819",0.0,0.0,0.0,Maribyrnong,Melbourne - West,Footscray (Western Metropolitan),0.0
Maribyrnong,MARIBYRNONG,21.9,60.0,72.0,3032.0,VIC,144.897221,-37.774486,"12,146","32,661","38,295","16,429","47,145","61,454","17,189","47,752","61,552","17,966","48,331","63,775","18,815","49,469","65,002","19,428","51,120","66,869","19,995","52,270","68,825","19,923","54,220","71,547","19,349","56,814","75,679","19,652","60,258","82,819",2.0,1.0,1.0,Maribyrnong,Melbourne - West,Footscray (Western Metropolitan),4.0
Maribyrnong,TRAVANCORE,21.9,60.0,73.0,3032.0,VIC,144.897221,-37.774486,"12,146","32,661","38,295","16,429","47,145","61,454","17,189","47,752","61,552","17,966","48,331","63,775","18,815","49,469","65,002","19,428","51,120","66,869","19,995","52,270","68,825","19,923","54,220","71,547","19,349","56,814","75,679","19,652","60,258","82,819",0.0,0.0,0.0,Maribyrnong,Melbourne - West,Footscray (Western Metropolitan),0.0
Brimbank,KEILOR EAST,27.4,64.9,74.0,3033.0,VIC,144.857638,-37.74107,"8,470","29,840","33,606","7,748","42,893","52,561","7,956","43,501","54,614","8,084","45,719","57,301","8,294","47,286","58,584","8,382","49,199","61,626","8,552","50,638","63,189","8,572","52,851","65,724","8,573","54,801","71,439","8,724","57,291","77,687",0.0,0.0,0.0,Brimbank,Melbourne - West,St Albans (Western Metropolitan),0.0
Moonee Valley,AVONDALE HEIGHTS,24.4,63.0,75.0,3034.0,VIC,144.86194,-37.761235,"6,777","28,342","32,716","6,103","42,021","51,844","6,143","43,288","52,573","6,340","44,162","53,776","6,433","44,835","55,374","6,596","46,730","59,217","6,821","48,856","60,202","6,884","50,430","62,695","6,762","51,679","65,782","6,730","54,773","69,956",0.0,1.0,0.0,Keilor,Melbourne - North West,Niddrie (Western Metropolitan),1.0
Hume,KEILOR,33.3,71.1,76.0,3036.0,VIC,144.82246,-37.705324,"4,487","31,389","38,734","3,932","45,853","60,882","3,954","45,892","61,919","3,897","46,705","63,834","3,934","46,786","63,782","3,961","49,730","68,304","3,889","51,567","68,827","3,834","52,708","71,640","3,809","54,468","74,678","3,835","57,887","79,364",0.0,1.0,0.0,Brimbank,Melbourne - West,Sydenham (Western Metropolitan),1.0
Hume,KEILOR NORTH,33.3,71.1,77.0,3036.0,VIC,144.82246,-37.705324,"4,487","31,389","38,734","3,932","45,853","60,882","3,954","45,892","61,919","3,897","46,705","63,834","3,934","46,786","63,782","3,961","49,730","68,304","3,889","51,567","68,827","3,834","52,708","71,640","3,809","54,468","74,678","3,835","57,887","79,364",1.0,1.0,0.0,Brimbank,Melbourne - West,Sydenham (Western Metropolitan),2.0
Brimbank,CALDER PARK,27.4,64.9,78.0,3037.0,VIC,144.780474,-37.715579,"17,674","31,336","33,018","25,964","42,853","48,569","26,798","43,473","49,491","27,476","44,430","50,952","28,099","45,444","52,251","28,861","46,712","54,351","29,566","48,695","56,293","29,747","49,570","57,387","29,562","50,640","59,885","29,879","53,326","62,804",1.0,1.0,0.0,Melton - Bacchus Marsh,Melbourne - West,Sydenham (Western Metropolitan),2.0
Brimbank,DELAHEY,27.4,64.9,79.0,3037.0,VIC,144.780474,-37.715579,"17,674","31,336","33,018","25,964","42,853","48,569","26,798","43,473","49,491","27,476","44,430","50,952","28,099","45,444","52,251","28,861","46,712","54,351","29,566","48,695","56,293","29,747","49,570","57,387","29,562","50,640","59,885","29,879","53,326","62,804",0.0,1.0,0.0,Melton - Bacchus Marsh,Melbourne - West,Sydenham (Western Metropolitan),1.0
Brimbank,HILLSIDE,27.4,64.9,80.0,3037.0,VIC,144.780474,-37.715579,"17,674","31,336","33,018","25,964","42,853","48,569","26,798","43,473","49,491","27,476","44,430","50,952","28,099","45,444","52,251","28,861","46,712","54,351","29,566","48,695","56,293","29,747","49,570","57,387","29,562","50,640","59,885","29,879","53,326","62,804",0.0,1.0,0.0,Melton - Bacchus Marsh,Melbourne - West,Sydenham (Western Metropolitan),1.0
Brimbank,PLUMPTON,27.4,64.9,81.0,3037.0,VIC,144.780474,-37.715579,"17,674","31,336","33,018","25,964","42,853","48,569","26,798","43,473","49,491","27,476","44,430","50,952","28,099","45,444","52,251","28,861","46,712","54,351","29,566","48,695","56,293","29,747","49,570","57,387","29,562","50,640","59,885","29,879","53,326","62,804",0.0,0.0,0.0,Melton - Bacchus Marsh,Melbourne - West,Sydenham (Western Metropolitan),0.0
Brimbank,SYDENHAM,27.4,64.9,82.0,3037.0,VIC,144.780474,-37.715579,"17,674","31,336","33,018","25,964","42,853","48,569","26,798","43,473","49,491","27,476","44,430","50,952","28,099","45,444","52,251","28,861","46,712","54,351","29,566","48,695","56,293","29,747","49,570","57,387","29,562","50,640","59,885","29,879","53,326","62,804",0.0,0.0,0.0,Melton - Bacchus Marsh,Melbourne - West,Sydenham (Western Metropolitan),0.0
Brimbank,TAYLORS HILL,27.4,64.9,83.0,3037.0,VIC,144.780474,-37.715579,"17,674","31,336","33,018","25,964","42,853","48,569","26,798","43,473","49,491","27,476","44,430","50,952","28,099","45,444","52,251","28,861","46,712","54,351","29,566","48,695","56,293","29,747","49,570","57,387","29,562","50,640","59,885","29,879","53,326","62,804",1.0,0.0,1.0,Melton - Bacchus Marsh,Melbourne - West,Sydenham (Western Metropolitan),2.0
Brimbank,KEILOR DOWNS,27.4,64.9,84.0,3038.0,VIC,144.766873,-37.700454,"18,996","29,726","33,548","16,878","42,356","50,181","16,795","42,801","50,939","16,942","43,697","52,287","16,937","44,904","54,130","17,028","46,345","56,020","16,871","48,423","57,584","16,622","48,762","58,450","16,283","50,256","61,606","16,370","52,559","64,211",1.0,0.0,1.0,Brimbank,Melbourne - West,Sydenham (Western Metropolitan),2.0
Brimbank,KEILOR LODGE,27.4,64.9,85.0,3038.0,VIC,144.766873,-37.700454,"18,996","29,726","33,548","16,878","42,356","50,181","16,795","42,801","50,939","16,942","43,697","52,287","16,937","44,904","54,130","17,028","46,345","56,020","16,871","48,423","57,584","16,622","48,762","58,450","16,283","50,256","61,606","16,370","52,559","64,211",0.0,0.0,0.0,Brimbank,Melbourne - West,Sydenham (Western Metropolitan),0.0
Brimbank,TAYLORS LAKES,27.4,64.9,86.0,3038.0,VIC,144.766873,-37.700454,"18,996","29,726","33,548","16,878","42,356","50,181","16,795","42,801","50,939","16,942","43,697","52,287","16,937","44,904","54,130","17,028","46,345","56,020","16,871","48,423","57,584","16,622","48,762","58,450","16,283","50,256","61,606","16,370","52,559","64,211",2.0,1.0,1.0,Brimbank,Melbourne - West,Sydenham (Western Metropolitan),4.0
Brimbank,WATERGARDENS,27.4,64.9,87.0,3038.0,VIC,144.766873,-37.700454,"18,996","29,726","33,548","16,878","42,356","50,181","16,795","42,801","50,939","16,942","43,697","52,287","16,937","44,904","54,130","17,028","46,345","56,020","16,871","48,423","57,584","16,622","48,762","58,450","16,283","50,256","61,606","16,370","52,559","64,211",0.0,0.0,0.0,Brimbank,Melbourne - West,Sydenham (Western Metropolitan),0.0
Moonee Valley,MOONEE PONDS,24.4,63.0,88.0,3039.0,VIC,144.922995,-37.766184,"8,017","34,733","41,940","8,685","50,367","67,581","8,829","51,700","69,624","9,102","53,251","72,342","9,324","54,294","72,958","9,630","55,783","77,380","10,416","58,072","77,184","10,844","59,487","80,874","10,646","62,180","84,341","10,923","66,481","92,840",1.0,0.0,0.0,Essendon,Melbourne - Inner,Niddrie (Western Metropolitan),1.0
Moonee Valley,ABERFELDIE,24.4,63.0,89.0,3040.0,VIC,144.902556,-37.751845,"15,232","32,809","41,066","16,220","48,404","68,503","16,520","49,745","70,504","16,776","51,483","71,658","17,416","52,684","74,615","17,846","54,878","78,507","18,158","56,849","82,489","18,244","58,719","83,071","17,748","60,794","89,822","17,792","64,453","105,368",0.0,0.0,0.0,Keilor,Melbourne - North West,Niddrie (Western Metropolitan),0.0
Moonee Valley,ESSENDON,24.4,63.0,90.0,3040.0,VIC,144.902556,-37.751845,"15,232","32,809","41,066","16,220","48,404","68,503","16,520","49,745","70,504","16,776","51,483","71,658","17,416","52,684","74,615","17,846","54,878","78,507","18,158","56,849","82,489","18,244","58,719","83,071","17,748","60,794","89,822","17,792","64,453","105,368",0.0,0.0,0.0,Keilor,Melbourne - North West,Niddrie (Western Metropolitan),0.0
Moonee Valley,ESSENDON WEST,24.4,63.0,91.0,3040.0,VIC,144.902556,-37.751845,"15,232","32,809","41,066","16,220","48,404","68,503","16,520","49,745","70,504","16,776","51,483","71,658","17,416","52,684","74,615","17,846","54,878","78,507","18,158","56,849","82,489","18,244","58,719","83,071","17,748","60,794","89,822","17,792","64,453","105,368",0.0,0.0,0.0,Keilor,Melbourne - North West,Niddrie (Western Metropolitan),0.0
Moonee Valley,CROSS KEYS,24.4,63.0,92.0,3041.0,VIC,144.904815,-37.731464,"6,911","31,213","39,493","7,349","47,314","62,468","7,545","48,414","63,709","7,754","50,641","67,419","7,935","52,067","69,354","8,177","53,835","72,132","8,369","55,278","74,030","8,477","57,062","75,433","8,263","59,610","82,433","8,465","63,712","86,592",0.0,0.0,0.0,Moreland - North,Melbourne - North West,Niddrie (Western Metropolitan),0.0
Moonee Valley,ESSENDON FIELDS,24.4,63.0,93.0,3041.0,VIC,144.904815,-37.731464,"6,911","31,213","39,493","7,349","47,314","62,468","7,545","48,414","63,709","7,754","50,641","67,419","7,935","52,067","69,354","8,177","53,835","72,132","8,369","55,278","74,030","8,477","57,062","75,433","8,263","59,610","82,433","8,465","63,712","86,592",0.0,0.0,0.0,Moreland - North,Melbourne - North West,Niddrie (Western Metropolitan),0.0
Moonee Valley,ESSENDON NORTH,24.4,63.0,94.0,3041.0,VIC,144.904815,-37.731464,"6,911","31,213","39,493","7,349","47,314","62,468","7,545","48,414","63,709","7,754","50,641","67,419","7,935","52,067","69,354","8,177","53,835","72,132","8,369","55,278","74,030","8,477","57,062","75,433","8,263","59,610","82,433","8,465","63,712","86,592",1.0,1.0,0.0,Moreland - North,Melbourne - North West,Niddrie (Western Metropolitan),2.0
Moonee Valley,STRATHMORE,24.4,63.0,95.0,3041.0,VIC,144.904815,-37.731464,"6,911","31,213","39,493","7,349","47,314","62,468","7,545","48,414","63,709","7,754","50,641","67,419","7,935","52,067","69,354","8,177","53,835","72,132","8,369","55,278","74,030","8,477","57,062","75,433","8,263","59,610","82,433","8,465","63,712","86,592",0.0,0.0,0.0,Moreland - North,Melbourne - North West,Niddrie (Western Metropolitan),0.0
Moonee Valley,STRATHMORE HEIGHTS,24.4,63.0,96.0,3041.0,VIC,144.904815,-37.731464,"6,911","31,213","39,493","7,349","47,314","62,468","7,545","48,414","63,709","7,754","50,641","67,419","7,935","52,067","69,354","8,177","53,835","72,132","8,369","55,278","74,030","8,477","57,062","75,433","8,263","59,610","82,433","8,465","63,712","86,592",0.0,0.0,0.0,Moreland - North,Melbourne - North West,Niddrie (Western Metropolitan),0.0
Brimbank,AIRPORT WEST,27.4,64.9,97.0,3042.0,VIC,144.866305,-37.727529,"8,539","29,384","32,879","8,850","44,751","53,099","9,046","45,690","54,675","9,259","47,715","56,688","9,418","49,555","59,114","9,844","51,522","61,604","9,990","53,423","63,001","10,133","55,315","66,322","9,993","58,114","70,869","10,115","61,285","74,643",0.0,1.0,0.0,Keilor,Melbourne - North West,Niddrie (Western Metropolitan),1.0
Brimbank,KEILOR PARK,27.4,64.9,98.0,3042.0,VIC,144.866305,-37.727529,"8,539","29,384","32,879","8,850","44,751","53,099","9,046","45,690","54,675","9,259","47,715","56,688","9,418","49,555","59,114","9,844","51,522","61,604","9,990","53,423","63,001","10,133","55,315","66,322","9,993","58,114","70,869","10,115","61,285","74,643",0.0,1.0,1.0,Keilor,Melbourne - North West,Niddrie (Western Metropolitan),2.0
Brimbank,NIDDRIE,27.4,64.9,99.0,3042.0,VIC,144.866305,-37.727529,"8,539","29,384","32,879","8,850","44,751","53,099","9,046","45,690","54,675","9,259","47,715","56,688","9,418","49,555","59,114","9,844","51,522","61,604","9,990","53,423","63,001","10,133","55,315","66,322","9,993","58,114","70,869","10,115","61,285","74,643",0.0,0.0,0.0,Keilor,Melbourne - North West,Niddrie (Western Metropolitan),0.0
Brimbank,NIDDRIE NORTH,27.4,64.9,100.0,3042.0,VIC,144.886,-37.7393,"8,539","29,384","32,879","8,850","44,751","53,099","9,046","45,690","54,675","9,259","47,715","56,688","9,418","49,555","59,114","9,844","51,522","61,604","9,990","53,423","63,001","10,133","55,315","66,322","9,993","58,114","70,869","10,115","61,285","74,643",0.0,0.0,0.0,Keilor,Melbourne - North West,Niddrie (Western Metropolitan),0.0
Brimbank,GLADSTONE PARK,27.4,64.9,101.0,3043.0,VIC,144.888368,-37.691916,"10,500","29,639","32,442","9,935","42,430","48,293","9,887","43,137","51,087","9,984","44,225","50,267","9,936","45,973","51,609","10,178","47,160","53,728","10,217","49,196","61,942","10,108","49,206","57,767","9,932","50,250","58,598","10,082","52,540","61,447",0.0,0.0,0.0,Tullamarine - Broadmeadows,Melbourne - North West,Sunbury (Western Metropolitan),0.0
Brimbank,GOWANBRAE,27.4,64.9,102.0,3043.0,VIC,144.888368,-37.691916,"10,500","29,639","32,442","9,935","42,430","48,293","9,887","43,137","51,087","9,984","44,225","50,267","9,936","45,973","51,609","10,178","47,160","53,728","10,217","49,196","61,942","10,108","49,206","57,767","9,932","50,250","58,598","10,082","52,540","61,447",0.0,0.0,0.0,Tullamarine - Broadmeadows,Melbourne - North West,Sunbury (Western Metropolitan),0.0
Brimbank,TULLAMARINE,27.4,64.9,103.0,3043.0,VIC,144.888368,-37.691916,"10,500","29,639","32,442","9,935","42,430","48,293","9,887","43,137","51,087","9,984","44,225","50,267","9,936","45,973","51,609","10,178","47,160","53,728","10,217","49,196","61,942","10,108","49,206","57,767","9,932","50,250","58,598","10,082","52,540","61,447",1.0,0.0,0.0,Tullamarine - Broadmeadows,Melbourne - North West,Sunbury (Western Metropolitan),1.0
Moreland,PASCOE VALE,24.2,62.4,104.0,3044.0,VIC,144.936356,-37.731138,"12,418","30,506","34,312","14,227","44,901","54,411","14,592","46,387","55,753","15,315","48,009","57,774","16,196","49,843","59,343","16,728","51,914","63,219","17,491","54,337","64,842","17,547","56,577","67,857","17,212","58,926","71,409","17,316","62,954","76,851",0.0,0.0,0.0,Moreland - North,Melbourne - North West,Pascoe Vale (Northern Metropolitan),0.0
Moreland,PASCOE VALE SOUTH,24.2,62.4,105.0,3044.0,VIC,144.936356,-37.731138,"12,418","30,506","34,312","14,227","44,901","54,411","14,592","46,387","55,753","15,315","48,009","57,774","16,196","49,843","59,343","16,728","51,914","63,219","17,491","54,337","64,842","17,547","56,577","67,857","17,212","58,926","71,409","17,316","62,954","76,851",0.0,1.0,1.0,Moreland - North,Melbourne - North West,Pascoe Vale (Northern Metropolitan),2.0
